MachineName,StatusType,StDateTime,EndDateTime,PartCount,ProgNo,CycleRecord,AlmMsg,ControlPartCount,Date,Time_Cycle,Cycle_sec,time_of_day,Weekend,TimeOut,Hours,Minutes
VCENTR-70,2.0,2023-05-11 09:26:26,2023-05-11 09:26:39,0.0,,False,,36.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,26
CK50,2.0,2023-05-11 09:26:27,2023-05-11 09:26:32,0.0,,False,,50.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,26
CK50,1.0,2023-05-11 09:26:32,2023-05-11 09:27:53,1.0,O0075,True,,51.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,26
V26/85,2.0,2023-05-11 09:26:34,2023-05-11 09:27:01,0.0,,False,,26.0,2023-05-11,0 days 00:00:27,27.0,День,0,<1 min,9,26
V26/60_1,1.0,2023-05-11 09:26:34,2023-05-11 09:27:55,1.0,O1239,True,,54.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,26
VCENTR-70,1.0,2023-05-11 09:26:39,2023-05-11 09:28:35,1.0,O1120,True,,37.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,26
V26/85,1.0,2023-05-11 09:27:01,2023-05-11 09:27:58,1.0,O2005,True,,27.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,27
CK50,2.0,2023-05-11 09:27:53,2023-05-11 09:28:18,0.0,,False,,51.0,2023-05-11,0 days 00:00:25,25.0,День,0,<1 min,9,27
V26/60_1,2.0,2023-05-11 09:27:55,2023-05-11 09:28:09,0.0,,False,,54.0,2023-05-11,0 days 00:00:14,14.0,День,0,<1 min,9,27
V26/85,2.0,2023-05-11 09:27:58,2023-05-11 09:28:23,0.0,,False,,27.0,2023-05-11,0 days 00:00:25,25.0,День,0,<1 min,9,27
V26/60_1,1.0,2023-05-11 09:28:09,2023-05-11 09:29:30,1.0,O1239,True,,55.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,28
V26/60_2,2.0,2023-05-11 09:28:11,2023-05-11 09:28:28,0.0,,False,,30.0,2023-05-11,0 days 00:00:17,17.0,День,0,<1 min,9,28
CK50,1.0,2023-05-11 09:28:18,2023-05-11 09:29:40,1.0,O0075,True,,51.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,28
V26/85,1.0,2023-05-11 09:28:23,2023-05-11 09:29:20,1.0,O2005,True,,28.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,28
V26/60_2,1.0,2023-05-11 09:28:28,2023-05-11 09:31:09,1.0,O1120,True,,31.0,2023-05-11,0 days 00:02:41,161.0,День,0,1-5 min,9,28
VCENTR-70,2.0,2023-05-11 09:28:35,2023-05-11 09:28:48,0.0,,False,,37.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,28
VCENTR-70,1.0,2023-05-11 09:28:48,2023-05-11 09:30:43,1.0,O1120,True,,38.0,2023-05-11,0 days 00:01:55,115.0,День,0,1-5 min,9,28
V26/85,2.0,2023-05-11 09:29:20,2023-05-11 09:29:33,0.0,,False,,28.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,29
V26/60_1,2.0,2023-05-11 09:29:30,2023-05-11 09:29:46,0.0,,False,,55.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,29
V26/85,1.0,2023-05-11 09:29:33,2023-05-11 09:30:30,1.0,O2005,True,,29.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,29
CK50,2.0,2023-05-11 09:29:40,2023-05-11 09:29:45,0.0,,False,,52.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,29
CK50,1.0,2023-05-11 09:29:45,2023-05-11 09:31:06,1.0,O0075,True,,53.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,29
V26/60_1,1.0,2023-05-11 09:29:46,2023-05-11 09:31:07,1.0,O1239,True,,56.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,29
V26/85,2.0,2023-05-11 09:30:30,2023-05-11 09:30:43,0.0,,False,,29.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,30
VCENTR-70,2.0,2023-05-11 09:30:43,2023-05-11 09:30:55,0.0,,False,,38.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,30
V26/85,1.0,2023-05-11 09:30:43,2023-05-11 09:31:41,1.0,O2005,True,,30.0,2023-05-11,0 days 00:00:58,58.0,День,0,<1 min,9,30
VCENTR-70,1.0,2023-05-11 09:30:55,2023-05-11 09:32:50,1.0,O1120,True,,38.0,2023-05-11,0 days 00:01:55,115.0,День,0,1-5 min,9,30
CK50,2.0,2023-05-11 09:31:06,2023-05-11 09:31:24,0.0,,False,,53.0,2023-05-11,0 days 00:00:18,18.0,День,0,<1 min,9,31
V26/60_1,2.0,2023-05-11 09:31:07,2023-05-11 09:31:41,0.0,,False,,56.0,2023-05-11,0 days 00:00:34,34.0,День,0,<1 min,9,31
V26/60_2,2.0,2023-05-11 09:31:09,2023-05-11 09:31:24,0.0,,False,,31.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,31
CK50,1.0,2023-05-11 09:31:24,2023-05-11 09:32:46,1.0,O0075,True,,54.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,31
V26/60_2,1.0,2023-05-11 09:31:24,2023-05-11 09:34:04,1.0,O1120,True,,32.0,2023-05-11,0 days 00:02:40,160.0,День,0,1-5 min,9,31
V26/85,2.0,2023-05-11 09:31:41,2023-05-11 09:31:54,0.0,,False,,30.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,31
V26/60_1,1.0,2023-05-11 09:31:41,2023-05-11 09:33:02,1.0,O1239,True,,57.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,31
V26/85,1.0,2023-05-11 09:31:54,2023-05-11 09:32:50,1.0,O2005,True,,31.0,2023-05-11,0 days 00:00:56,56.0,День,0,<1 min,9,31
CK50,2.0,2023-05-11 09:32:46,2023-05-11 09:32:54,0.0,,False,,54.0,2023-05-11,0 days 00:00:08,8.0,День,0,<1 min,9,32
VCENTR-70,2.0,2023-05-11 09:32:50,2023-05-11 09:33:02,0.0,,False,,39.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,32
V26/85,2.0,2023-05-11 09:32:50,2023-05-11 09:33:05,0.0,,False,,31.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,32
CK50,1.0,2023-05-11 09:32:54,2023-05-11 09:34:16,1.0,O0075,True,,55.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,32
VCENTR-70,1.0,2023-05-11 09:33:02,2023-05-11 09:34:58,1.0,O1120,True,,40.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,33
V26/60_1,2.0,2023-05-11 09:33:02,2023-05-11 09:33:19,0.0,,False,,57.0,2023-05-11,0 days 00:00:17,17.0,День,0,<1 min,9,33
V26/85,1.0,2023-05-11 09:33:05,2023-05-11 09:34:01,1.0,O2005,True,,32.0,2023-05-11,0 days 00:00:56,56.0,День,0,<1 min,9,33
V26/60_1,1.0,2023-05-11 09:33:19,2023-05-11 09:34:40,1.0,O1239,True,,58.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,33
V26/85,2.0,2023-05-11 09:34:01,2023-05-11 09:34:17,0.0,,False,,32.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,34
V26/60_2,2.0,2023-05-11 09:34:04,2023-05-11 09:34:16,0.0,,False,,32.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,34
CK50,2.0,2023-05-11 09:34:16,2023-05-11 09:34:24,0.0,,False,,55.0,2023-05-11,0 days 00:00:08,8.0,День,0,<1 min,9,34
V26/60_2,1.0,2023-05-11 09:34:16,2023-05-11 09:36:55,1.0,O1120,True,,33.0,2023-05-11,0 days 00:02:39,159.0,День,0,1-5 min,9,34
V26/85,1.0,2023-05-11 09:34:17,2023-05-11 09:35:14,1.0,O2005,True,,33.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,34
CK50,1.0,2023-05-11 09:34:24,2023-05-11 09:35:45,1.0,O0075,True,,56.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,34
V26/60_1,2.0,2023-05-11 09:34:40,2023-05-11 09:47:18,0.0,,False,,58.0,2023-05-11,0 days 00:12:38,758.0,День,0,5-20 min,9,34
VCENTR-70,2.0,2023-05-11 09:34:58,2023-05-11 09:35:13,0.0,,False,,40.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,34
VCENTR-70,1.0,2023-05-11 09:35:13,2023-05-11 09:37:08,1.0,O1120,True,,40.0,2023-05-11,0 days 00:01:55,115.0,День,0,1-5 min,9,35
V26/85,2.0,2023-05-11 09:35:14,2023-05-11 09:35:31,0.0,,False,,33.0,2023-05-11,0 days 00:00:17,17.0,День,0,<1 min,9,35
V26/85,1.0,2023-05-11 09:35:31,2023-05-11 09:36:28,1.0,O2005,True,,34.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,35
CK50,2.0,2023-05-11 09:35:45,2023-05-11 09:35:50,0.0,,False,,56.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,35
CK50,1.0,2023-05-11 09:35:50,2023-05-11 09:37:11,1.0,O0075,True,,57.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,35
V26/85,2.0,2023-05-11 09:36:28,2023-05-11 09:37:24,0.0,,False,,34.0,2023-05-11,0 days 00:00:56,56.0,День,0,<1 min,9,36
V26/60_2,2.0,2023-05-11 09:36:55,2023-05-11 09:47:39,0.0,,False,,33.0,2023-05-11,0 days 00:10:44,644.0,День,0,5-20 min,9,36
VCENTR-70,2.0,2023-05-11 09:37:08,2023-05-11 09:37:22,0.0,,False,,41.0,2023-05-11,0 days 00:00:14,14.0,День,0,<1 min,9,37
CK50,2.0,2023-05-11 09:37:11,2023-05-11 09:37:23,0.0,,False,,57.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,37
VCENTR-70,1.0,2023-05-11 09:37:22,2023-05-11 09:39:18,1.0,O1120,True,,41.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,37
CK50,1.0,2023-05-11 09:37:23,2023-05-11 09:38:44,1.0,O0075,True,,58.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,37
V26/85,1.0,2023-05-11 09:37:24,2023-05-11 09:38:21,1.0,O2005,True,,35.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,37
V26/85,2.0,2023-05-11 09:38:21,2023-05-11 09:46:35,0.0,,False,,35.0,2023-05-11,0 days 00:08:14,494.0,День,0,5-20 min,9,38
CK50,2.0,2023-05-11 09:38:44,2023-05-11 09:38:49,0.0,,False,,58.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,38
CK50,1.0,2023-05-11 09:38:49,2023-05-11 09:40:10,1.0,O0075,True,,59.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,38
VCENTR-70,2.0,2023-05-11 09:39:18,2023-05-11 09:39:33,0.0,,False,,42.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,39
VCENTR-70,1.0,2023-05-11 09:39:33,2023-05-11 09:41:28,1.0,O1120,True,,43.0,2023-05-11,0 days 00:01:55,115.0,День,0,1-5 min,9,39
CK50,2.0,2023-05-11 09:40:10,2023-05-11 09:40:47,0.0,,False,,59.0,2023-05-11,0 days 00:00:37,37.0,День,0,<1 min,9,40
CK50,1.0,2023-05-11 09:40:47,2023-05-11 09:42:09,1.0,O0075,True,,60.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,40
VCENTR-70,2.0,2023-05-11 09:41:28,2023-05-11 09:41:42,0.0,,False,,43.0,2023-05-11,0 days 00:00:14,14.0,День,0,<1 min,9,41
VCENTR-70,1.0,2023-05-11 09:41:42,2023-05-11 09:43:38,1.0,O1120,True,,44.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,41
CK50,2.0,2023-05-11 09:42:09,2023-05-11 09:42:13,0.0,,False,,60.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,9,42
CK50,1.0,2023-05-11 09:42:13,2023-05-11 09:43:34,1.0,O0075,True,,61.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,42
CK50,2.0,2023-05-11 09:43:34,2023-05-11 09:43:39,0.0,,False,,61.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,43
VCENTR-70,2.0,2023-05-11 09:43:38,2023-05-11 09:43:50,0.0,,False,,44.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,43
CK50,1.0,2023-05-11 09:43:39,2023-05-11 09:45:00,1.0,O0075,True,,62.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,43
VCENTR-70,1.0,2023-05-11 09:43:50,2023-05-11 09:45:46,1.0,O1120,True,,45.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,43
CK50,2.0,2023-05-11 09:45:00,2023-05-11 09:45:04,0.0,,False,,62.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,9,45
CK50,1.0,2023-05-11 09:45:04,2023-05-11 09:46:26,1.0,O0075,True,,63.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,45
VCENTR-70,2.0,2023-05-11 09:45:46,2023-05-11 09:46:15,0.0,,False,,45.0,2023-05-11,0 days 00:00:29,29.0,День,0,<1 min,9,45
VCENTR-70,1.0,2023-05-11 09:46:15,2023-05-11 09:48:11,1.0,O1120,True,,45.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,46
CK50,2.0,2023-05-11 09:46:26,2023-05-11 09:46:30,0.0,,False,,63.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,9,46
CK50,1.0,2023-05-11 09:46:30,2023-05-11 09:47:52,1.0,O0075,True,,64.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,46
V26/85,1.0,2023-05-11 09:46:35,2023-05-11 09:47:32,1.0,O2005,True,,36.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,46
V26/60_1,1.0,2023-05-11 09:47:18,2023-05-11 09:48:40,1.0,O1239,True,,59.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,47
VTM9,1.0,2023-05-11 09:47:20,2023-05-11 09:47:26,0.0,O1245,True,,0.0,2023-05-11,0 days 00:00:06,6.0,День,0,<1 min,9,47
VTM9,2.0,2023-05-11 09:47:26,2023-05-11 10:56:49,0.0,,False,,0.0,2023-05-11,0 days 01:09:23,4163.0,День,0,60-... min,9,47
V26/85,2.0,2023-05-11 09:47:32,2023-05-11 09:47:50,0.0,,False,,36.0,2023-05-11,0 days 00:00:18,18.0,День,0,<1 min,9,47
V26/60_2,1.0,2023-05-11 09:47:39,2023-05-11 09:50:19,1.0,O1120,True,,34.0,2023-05-11,0 days 00:02:40,160.0,День,0,1-5 min,9,47
V26/85,1.0,2023-05-11 09:47:50,2023-05-11 09:48:47,1.0,O2005,True,,37.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,47
CK50,2.0,2023-05-11 09:47:52,2023-05-11 09:48:02,0.0,,False,,64.0,2023-05-11,0 days 00:00:10,10.0,День,0,<1 min,9,47
CK50,1.0,2023-05-11 09:48:02,2023-05-11 09:49:24,1.0,O0075,True,,65.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,48
VCENTR-70,2.0,2023-05-11 09:48:11,2023-05-11 09:48:51,0.0,,False,,46.0,2023-05-11,0 days 00:00:40,40.0,День,0,<1 min,9,48
V26/60_1,2.0,2023-05-11 09:48:40,2023-05-11 09:48:53,0.0,,False,,59.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,48
V26/85,2.0,2023-05-11 09:48:47,2023-05-11 09:49:09,0.0,,False,,37.0,2023-05-11,0 days 00:00:22,22.0,День,0,<1 min,9,48
VCENTR-70,1.0,2023-05-11 09:48:51,2023-05-11 09:50:47,1.0,O1120,True,,47.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,48
V26/60_1,1.0,2023-05-11 09:48:53,2023-05-11 09:50:13,1.0,O1239,True,,60.0,2023-05-11,0 days 00:01:20,80.0,День,0,1-5 min,9,48
V26/85,1.0,2023-05-11 09:49:09,2023-05-11 09:50:06,1.0,O2005,True,,38.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,49
CK50,2.0,2023-05-11 09:49:24,2023-05-11 09:49:29,0.0,,False,,65.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,49
CK50,1.0,2023-05-11 09:49:29,2023-05-11 09:50:50,1.0,O0075,True,,65.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,49
V26/85,2.0,2023-05-11 09:50:06,2023-05-11 09:50:26,0.0,,False,,38.0,2023-05-11,0 days 00:00:20,20.0,День,0,<1 min,9,50
V26/60_1,2.0,2023-05-11 09:50:13,2023-05-11 09:50:52,0.0,,False,,60.0,2023-05-11,0 days 00:00:39,39.0,День,0,<1 min,9,50
V26/60_2,2.0,2023-05-11 09:50:19,2023-05-11 09:50:32,0.0,,False,,34.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,50
V26/85,1.0,2023-05-11 09:50:26,2023-05-11 09:51:22,1.0,O2005,True,,39.0,2023-05-11,0 days 00:00:56,56.0,День,0,<1 min,9,50
V26/60_2,1.0,2023-05-11 09:50:32,2023-05-11 09:53:12,1.0,O1120,True,,35.0,2023-05-11,0 days 00:02:40,160.0,День,0,1-5 min,9,50
VCENTR-70,2.0,2023-05-11 09:50:47,2023-05-11 09:51:03,0.0,,False,,47.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,50
CK50,2.0,2023-05-11 09:50:50,2023-05-11 09:50:54,0.0,,False,,66.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,9,50
V26/60_1,1.0,2023-05-11 09:50:52,2023-05-11 09:52:13,1.0,O1239,True,,61.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,50
CK50,1.0,2023-05-11 09:50:54,2023-05-11 09:52:15,1.0,O0075,True,,67.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,50
VCENTR-70,1.0,2023-05-11 09:51:03,2023-05-11 09:53:00,1.0,O1120,True,,48.0,2023-05-11,0 days 00:01:57,117.0,День,0,1-5 min,9,51
V26/85,2.0,2023-05-11 09:51:22,2023-05-11 09:51:38,0.0,,False,,39.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,51
V26/85,1.0,2023-05-11 09:51:38,2023-05-11 09:52:36,1.0,O2005,True,,40.0,2023-05-11,0 days 00:00:58,58.0,День,0,<1 min,9,51
V26/60_1,2.0,2023-05-11 09:52:13,2023-05-11 09:52:29,0.0,,False,,61.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,52
CK50,2.0,2023-05-11 09:52:15,2023-05-11 09:52:20,0.0,,False,,67.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,52
CK50,1.0,2023-05-11 09:52:20,2023-05-11 09:53:41,1.0,O0075,True,,68.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,52
V26/60_1,1.0,2023-05-11 09:52:29,2023-05-11 09:53:50,1.0,O1239,True,,61.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,52
V26/85,2.0,2023-05-11 09:52:36,2023-05-11 09:52:57,0.0,,False,,40.0,2023-05-11,0 days 00:00:21,21.0,День,0,<1 min,9,52
V26/85,1.0,2023-05-11 09:52:57,2023-05-11 09:53:54,1.0,O2005,True,,41.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,52
VCENTR-70,2.0,2023-05-11 09:53:00,2023-05-11 09:53:12,0.0,,False,,48.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,9,53
V26/60_2,2.0,2023-05-11 09:53:12,2023-05-11 09:53:32,0.0,,False,,35.0,2023-05-11,0 days 00:00:20,20.0,День,0,<1 min,9,53
VCENTR-70,1.0,2023-05-11 09:53:12,2023-05-11 09:55:08,1.0,O1120,True,,49.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,53
V26/60_2,1.0,2023-05-11 09:53:32,2023-05-11 09:56:11,1.0,O1120,True,,36.0,2023-05-11,0 days 00:02:39,159.0,День,0,1-5 min,9,53
CK50,2.0,2023-05-11 09:53:41,2023-05-11 09:53:45,0.0,,False,,68.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,9,53
CK50,1.0,2023-05-11 09:53:45,2023-05-11 09:55:07,1.0,O0075,True,,69.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,53
V26/60_1,2.0,2023-05-11 09:53:50,2023-05-11 09:54:05,0.0,,False,,62.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,53
V26/85,2.0,2023-05-11 09:53:54,2023-05-11 09:54:23,0.0,,False,,41.0,2023-05-11,0 days 00:00:29,29.0,День,0,<1 min,9,53
V26/60_1,1.0,2023-05-11 09:54:05,2023-05-11 09:55:26,1.0,O1239,True,,63.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,54
V26/85,1.0,2023-05-11 09:54:23,2023-05-11 09:55:20,1.0,O2005,True,,42.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,54
CK50,2.0,2023-05-11 09:55:07,2023-05-11 09:55:18,0.0,,False,,69.0,2023-05-11,0 days 00:00:11,11.0,День,0,<1 min,9,55
VCENTR-70,2.0,2023-05-11 09:55:08,2023-05-11 09:55:22,0.0,,False,,49.0,2023-05-11,0 days 00:00:14,14.0,День,0,<1 min,9,55
CK50,1.0,2023-05-11 09:55:18,2023-05-11 09:56:40,1.0,O0075,True,,70.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,55
V26/85,2.0,2023-05-11 09:55:20,2023-05-11 09:55:37,0.0,,False,,42.0,2023-05-11,0 days 00:00:17,17.0,День,0,<1 min,9,55
VCENTR-70,1.0,2023-05-11 09:55:22,2023-05-11 09:57:18,1.0,O1120,True,,50.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,9,55
V26/60_1,2.0,2023-05-11 09:55:26,2023-05-11 09:55:41,0.0,,False,,63.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,55
V26/85,1.0,2023-05-11 09:55:37,2023-05-11 09:56:34,1.0,O2005,True,,43.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,55
V26/60_1,1.0,2023-05-11 09:55:41,2023-05-11 09:57:03,1.0,O1239,True,,64.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,9,55
V26/60_2,2.0,2023-05-11 09:56:11,2023-05-11 09:56:22,0.0,,False,,36.0,2023-05-11,0 days 00:00:11,11.0,День,0,<1 min,9,56
V26/60_2,1.0,2023-05-11 09:56:22,2023-05-11 09:59:02,1.0,O1120,True,,37.0,2023-05-11,0 days 00:02:40,160.0,День,0,1-5 min,9,56
V26/85,2.0,2023-05-11 09:56:34,2023-05-11 09:56:49,0.0,,False,,43.0,2023-05-11,0 days 00:00:15,15.0,День,0,<1 min,9,56
CK50,2.0,2023-05-11 09:56:40,2023-05-11 09:56:45,0.0,,False,,70.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,9,56
CK50,1.0,2023-05-11 09:56:45,2023-05-11 09:58:06,1.0,O0075,True,,71.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,56
V26/85,1.0,2023-05-11 09:56:49,2023-05-11 09:57:46,1.0,O2005,True,,44.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,56
V26/60_1,2.0,2023-05-11 09:57:03,2023-05-11 09:57:19,0.0,,False,,64.0,2023-05-11,0 days 00:00:16,16.0,День,0,<1 min,9,57
VCENTR-70,2.0,2023-05-11 09:57:18,2023-05-11 09:57:31,0.0,,False,,50.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,57
V26/60_1,1.0,2023-05-11 09:57:19,2023-05-11 09:58:39,1.0,O1239,True,,65.0,2023-05-11,0 days 00:01:20,80.0,День,0,1-5 min,9,57
VCENTR-70,1.0,2023-05-11 09:57:31,2023-05-11 09:59:28,1.0,O1120,True,,51.0,2023-05-11,0 days 00:01:57,117.0,День,0,1-5 min,9,57
V26/85,2.0,2023-05-11 09:57:46,2023-05-11 09:57:59,0.0,,False,,44.0,2023-05-11,0 days 00:00:13,13.0,День,0,<1 min,9,57
V26/85,1.0,2023-05-11 09:57:59,2023-05-11 09:58:56,1.0,O2005,True,,45.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,9,57
CK50,2.0,2023-05-11 09:58:06,2023-05-11 09:58:13,0.0,,False,,71.0,2023-05-11,0 days 00:00:07,7.0,День,0,<1 min,9,58
CK50,1.0,2023-05-11 09:58:13,2023-05-11 09:59:34,1.0,O0075,True,,72.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,9,58
